team,pos,season
Pachuca,2,2015-15
Monterrey,3,2015-15
Santos Laguna,4,2015-15
Tijuana,5,2015-15
Guadalajara,6,2015-15
Club León,7,2015-15
Toluca,8,2015-15
Monarcas Morelia,9,2015-15
Pumas U.N.A.M.,10,2015-15
Querétaro,11,2015-15
Leones Negros de la Universidad de Guadalajara,12,2015-15
Cruz Azul,13,2015-15
Atlas,14,2015-15
Puebla,15,2015-15
Jaguares de Chiapas,16,2015-15
Tiburones Rojos de Veracruz,17,2015-15
Tigres U.A.N.L.,18,2015-15
Cruz Azul,1,2014-14
Toluca,2,2014-14
Pumas U.N.A.M.,3,2014-14
Santos Laguna,4,2014-14
Club América,5,2014-14
Pachuca,6,2014-14
Tijuana,7,2014-14
Club León,8,2014-14
Jaguares de Chiapas,9,2014-14
Monterrey,10,2014-14
Monarcas Morelia,11,2014-14
Atlas,12,2014-14
Querétaro,13,2014-14
Tigres U.A.N.L.,14,2014-14
Guadalajara,15,2014-14
Puebla,16,2014-14
Atlante,17,2014-14
Tiburones Rojos de Veracruz,18,2014-14
Club América,1,2013-13
Tigres U.A.N.L.,2,2013-13
Atlas,3,2013-13
Cruz Azul,4,2013-13
Santos Laguna,5,2013-13
Monarcas Morelia,6,2013-13
Pumas U.N.A.M.,7,2013-13
Monterrey,8,2013-13
Querétaro,9,2013-13
Tijuana,10,2013-13
Pachuca,11,2013-13
Puebla,12,2013-13
Toluca,13,2013-13
Jaguares de Chiapas,14,2013-13
Club León,15,2013-13
Club Atlético de San Luis,16,2013-13
Guadalajara,17,2013-13
Atlante,18,2013-13
Santos Laguna,1,2012-12
Monterrey,2,2012-12
Club América,3,2012-12
Monarcas Morelia,4,2012-12
Tigres U.A.N.L.,5,2012-12
Pachuca,6,2012-12
Tijuana,7,2012-12
Jaguares de Chiapas,8,2012-12
Cruz Azul,9,2012-12
Toluca,10,2012-12
Atlas,11,2012-12
Puebla,12,2012-12
Pumas U.N.A.M.,13,2012-12
Atlante,14,2012-12
Guadalajara,15,2012-12
Club Atlético de San Luis,16,2012-12
Querétaro,17,2012-12
Estudiantes Tecos,18,2012-12
Tigres U.A.N.L.,1,2011-11
Pumas U.N.A.M.,2,2011-11
Monarcas Morelia,3,2011-11
Atlante,4,2011-11
Cruz Azul,5,2011-11
Club América,6,2011-11
Monterrey,7,2011-11
Guadalajara,8,2011-11
Santos Laguna,9,2011-11
Atlas,10,2011-11
Club Atlético de San Luis,11,2011-11
Toluca,12,2011-11
Pachuca,13,2011-11
Puebla,14,2011-11
Estudiantes Tecos,15,2011-11
Querétaro,16,2011-11
Club Necaxa,17,2011-11
Jaguares de Chiapas,18,2011-11
Monterrey,1,2010-10
Guadalajara,2,2010-10
Toluca,3,2010-10
Pumas U.N.A.M.,4,2010-10
Santos Laguna,5,2010-10
Club América,6,2010-10
Monarcas Morelia,7,2010-10
Pachuca,8,2010-10
Cruz Azul,9,2010-10
Atlas,10,2010-10
Querétaro,11,2010-10
Jaguares de Chiapas,12,2010-10
Puebla,13,2010-10
Estudiantes Tecos,14,2010-10
Tigres U.A.N.L.,15,2010-10
Atlante,16,2010-10
CF Indios,17,2010-10
Club Atlético de San Luis,18,2010-10
