team,pos,season
Hull City,18,2016-17
Middlesbrough,19,2016-17
Sunderland,20,2016-17
Leicester City,1,2015-16
Arsenal,2,2015-16
Tottenham Hotspur,3,2015-16
Manchester City,4,2015-16
Manchester United,5,2015-16
Southampton,6,2015-16
West Ham United,7,2015-16
Liverpool,8,2015-16
Stoke City,9,2015-16
Chelsea,10,2015-16
Everton,11,2015-16
Swansea City,12,2015-16
Watford,13,2015-16
West Bromwich Albion,14,2015-16
Crystal Palace,15,2015-16
AFC Bournemouth,16,2015-16
Sunderland,17,2015-16
Newcastle United,18,2015-16
Norwich City,19,2015-16
Aston Villa,20,2015-16
Arsenal,1,2014-15
Newcastle United,2,2014-15
Queens Park Rangers,3,2014-15
Southampton,4,2014-15
Stoke City,5,2014-15
Sunderland,6,2014-15
Swansea City,7,2014-15
Tottenham Hotspur,8,2014-15
West Bromwich Albion,9,2014-15
Manchester United,10,2014-15
Manchester City,11,2014-15
Aston Villa,12,2014-15
Burnley,13,2014-15
Chelsea,14,2014-15
Crystal Palace,15,2014-15
Everton,16,2014-15
Hull City,17,2014-15
Leicester City,18,2014-15
Liverpool,19,2014-15
West Ham United,20,2014-15
Manchester City,1,2013-14
Liverpool,2,2013-14
Chelsea,3,2013-14
Arsenal,4,2013-14
Everton,5,2013-14
Tottenham Hotspur,6,2013-14
Manchester United,7,2013-14
Southampton,8,2013-14
Stoke City,9,2013-14
Newcastle United,10,2013-14
Crystal Palace,11,2013-14
Swansea City,12,2013-14
West Ham United,13,2013-14
Sunderland,14,2013-14
Aston Villa,15,2013-14
Hull City,16,2013-14
West Bromwich Albion,17,2013-14
Norwich City,18,2013-14
Fulham,19,2013-14
Cardiff City,20,2013-14
Manchester United,1,2012-13
Manchester City,2,2012-13
Chelsea,3,2012-13
Arsenal,4,2012-13
Tottenham Hotspur,5,2012-13
Everton,6,2012-13
Liverpool,7,2012-13
West Bromwich Albion,8,2012-13
Swansea City,9,2012-13
West Ham United,10,2012-13
Norwich City,11,2012-13
Fulham,12,2012-13
Stoke City,13,2012-13
Southampton,14,2012-13
Aston Villa,15,2012-13
Newcastle United,16,2012-13
Sunderland,17,2012-13
Wigan Athletic,18,2012-13
Reading,19,2012-13
Queens Park Rangers,20,2012-13
Manchester City,1,2011-12
Manchester United,2,2011-12
Arsenal,3,2011-12
Tottenham Hotspur,4,2011-12
Newcastle United,5,2011-12
Chelsea,6,2011-12
Everton,7,2011-12
Liverpool,8,2011-12
Fulham,9,2011-12
West Bromwich Albion,10,2011-12
Swansea City,11,2011-12
Norwich City,12,2011-12
Sunderland,13,2011-12
Stoke City,14,2011-12
Wigan Athletic,15,2011-12
Aston Villa,16,2011-12
Queens Park Rangers,17,2011-12
Bolton Wanderers,18,2011-12
Blackburn Rovers,19,2011-12
Wolverhampton Wanderers,20,2011-12
Manchester United,1,2010-11
Chelsea,2,2010-11
Manchester City,3,2010-11
Arsenal,4,2010-11
Tottenham Hotspur,5,2010-11
Liverpool,6,2010-11
Everton,7,2010-11
Fulham,8,2010-11
Aston Villa,9,2010-11
Sunderland,10,2010-11
West Bromwich Albion,11,2010-11
Newcastle United,12,2010-11
Bolton Wanderers,13,2010-11
Stoke City,14,2010-11
Blackburn Rovers,15,2010-11
Wigan Athletic,16,2010-11
Wolverhampton Wanderers,17,2010-11
Birmingham City,18,2010-11
Blackpool,19,2010-11
West Ham United,20,2010-11
Chelsea,1,2009-10
Manchester United,2,2009-10
Arsenal,3,2009-10
Tottenham Hotspur,4,2009-10
Manchester City,5,2009-10
Aston Villa,6,2009-10
Liverpool,7,2009-10
Everton,8,2009-10
Birmingham City,9,2009-10
Blackburn Rovers,10,2009-10
Stoke City,11,2009-10
Fulham,12,2009-10
Sunderland,13,2009-10
Bolton Wanderers,14,2009-10
Wolverhampton Wanderers,15,2009-10
Wigan Athletic,16,2009-10
West Ham United,17,2009-10
Burnley,18,2009-10
Hull City,19,2009-10
Portsmouth,20,2009-10
