team,pos,season
UD Almería,18,2017-18
Cultural Leonesa,19,2017-18
FC Barcelona B,20,2017-18
Lorca FC,21,2017-18
Sevilla Atlético,22,2017-18
Levante UD,1,2016-17
Girona FC,2,2016-17
Getafe CF,3,2016-17
CD Tenerife,4,2016-17
Cádiz CF,5,2016-17
SD Huesca,6,2016-17
Real Valladolid CF,7,2016-17
Real Oviedo,8,2016-17
CD Lugo,9,2016-17
Córdoba CF,10,2016-17
CF Reus Deportiu,11,2016-17
Rayo Vallecano,12,2016-17
Sevilla Atlético,13,2016-17
Gimnàstic de Tarragona,14,2016-17
UD Almería,15,2016-17
Real Zaragoza,16,2016-17
CD Numancia,17,2016-17
AD Alcorcón,18,2016-17
UCAM Murcia CF,19,2016-17
RCD Mallorca,20,2016-17
Elche CF,21,2016-17
CD Mirandés,22,2016-17
Deportivo Alavés,1,2015-16
CD Leganés,2,2015-16
Gimnàstic de Tarragona,3,2015-16
Girona FC,4,2015-16
Córdoba CF,5,2015-16
CA Osasuna,6,2015-16
AD Alcorcón,7,2015-16
Real Zaragoza,8,2015-16
Real Oviedo,9,2015-16
CD Numancia,10,2015-16
Elche CF,11,2015-16
SD Huesca,12,2015-16
CD Tenerife,13,2015-16
CD Lugo,14,2015-16
CD Mirandés,15,2015-16
Real Valladolid CF,16,2015-16
RCD Mallorca,17,2015-16
UD Almería,18,2015-16
SD Ponferradina,19,2015-16
UE Llagostera,20,2015-16
Albacete BP,21,2015-16
Athletic Bilbao B,22,2015-16
Real Betis,1,2014-15
Real Sporting de Gijón,2,2014-15
Girona FC,3,2014-15
Unión Deportiva Las Palmas,4,2014-15
Real Valladolid CF,5,2014-15
Real Zaragoza,6,2014-15
SD Ponferradina,7,2014-15
CD Mirandés,8,2014-15
UE Llagostera,9,2014-15
CD Leganés,10,2014-15
AD Alcorcón,11,2014-15
CD Numancia,12,2014-15
Deportivo Alavés,13,2014-15
Albacete BP,14,2014-15
CD Lugo,15,2014-15
RCD Mallorca,16,2014-15
CD Tenerife,17,2014-15
CA Osasuna,18,2014-15
Racing Santander,19,2014-15
RC Recreativo de Huelva,20,2014-15
CE Sabadell FC,21,2014-15
FC Barcelona B,22,2014-15
SD Eibar,1,2013-14
Deportivo de La Coruña,2,2013-14
FC Barcelona B,3,2013-14
UCAM Murcia CF,4,2013-14
Real Sporting de Gijón,5,2013-14
Unión Deportiva Las Palmas,6,2013-14
Córdoba CF,7,2013-14
RC Recreativo de Huelva,8,2013-14
AD Alcorcón,9,2013-14
CE Sabadell FC,10,2013-14
CD Tenerife,11,2013-14
CD Lugo,12,2013-14
CD Numancia,13,2013-14
Real Zaragoza,14,2013-14
SD Ponferradina,15,2013-14
Girona FC,16,2013-14
RCD Mallorca,17,2013-14
Deportivo Alavés,18,2013-14
CD Mirandés,19,2013-14
Real Madrid Castilla,20,2013-14
Real Jaen CF,21,2013-14
Hércules CF,22,2013-14
Elche CF,1,2012-13
Villarreal CF,2,2012-13
UD Almería,3,2012-13
Girona FC,4,2012-13
AD Alcorcón,5,2012-13
Unión Deportiva Las Palmas,6,2012-13
SD Ponferradina,7,2012-13
Real Madrid Castilla,8,2012-13
FC Barcelona B,9,2012-13
Real Sporting de Gijón,10,2012-13
CD Lugo,11,2012-13
CD Numancia,12,2012-13
Córdoba CF,13,2012-13
RC Recreativo de Huelva,14,2012-13
CE Sabadell FC,15,2012-13
CD Mirandés,16,2012-13
Guadalajara,17,2012-13
Hércules CF,18,2012-13
UCAM Murcia CF,19,2012-13
Racing Santander,20,2012-13
SD Huesca,21,2012-13
Xerez,22,2012-13
Deportivo de La Coruña,1,2011-12
RC Celta de Vigo,2,2011-12
Real Valladolid CF II,3,2011-12
AD Alcorcón,4,2011-12
Hércules CF,5,2011-12
Córdoba CF,6,2011-12
UD Almería,7,2011-12
FC Barcelona B,8,2011-12
Unión Deportiva Las Palmas,9,2011-12
CD Numancia,10,2011-12
Elche CF,11,2011-12
Villarreal Club de Fútbol B,12,2011-12
SD Huesca,13,2011-12
Xerez,14,2011-12
Girona FC,15,2011-12
Guadalajara,16,2011-12
RC Recreativo de Huelva,17,2011-12
UCAM Murcia CF,18,2011-12
CE Sabadell FC,19,2011-12
FC Cartagena,20,2011-12
Alcoyano,21,2011-12
Gimnàstic de Tarragona,22,2011-12
Real Betis,1,2010-11
Rayo Vallecano,2,2010-11
FC Barcelona B,3,2010-11
Elche CF,4,2010-11
RC Celta de Vigo,6,2010-11
Real Valladolid CF II,7,2010-11
Xerez,8,2010-11
AD Alcorcón,9,2010-11
CD Numancia,10,2010-11
Girona FC,11,2010-11
RC Recreativo de Huelva,12,2010-11
FC Cartagena,13,2010-11
SD Huesca,14,2010-11
Unión Deportiva Las Palmas,15,2010-11
Córdoba CF,16,2010-11
Villarreal Club de Fútbol B,17,2010-11
Gimnàstic de Tarragona,18,2010-11
U.D. Salamanca,19,2010-11
CD Tenerife,20,2010-11
SD Ponferradina,21,2010-11
Albacete BP,22,2010-11
Real Sociedad,1,2009-10
Hércules CF,2,2009-10
Real Betis,3,2009-10
Levante UD,4,2009-10
FC Cartagena,5,2009-10
Elche CF,6,2009-10
CD Numancia,7,2009-10
RC Recreativo de Huelva,8,2009-10
Córdoba CF,9,2009-10
Rayo Vallecano,10,2009-10
Albacete BP,11,2009-10
SD Huesca,12,2009-10
RC Celta de Vigo,13,2009-10
U.D. Salamanca,14,2009-10
Girona FC,15,2009-10
Unión Deportiva Las Palmas,16,2009-10
Gimnàstic de Tarragona,17,2009-10
UCAM Murcia CF,18,2009-10
Cádiz CF,19,2009-10
Real Unión Irun,20,2009-10
C.D. Castellón,21,2009-10
Alcoyano,22,2009-10
Xerez,1,2008-09
Real Zaragoza,2,2008-09
CD Tenerife,3,2008-09
Hércules CF,4,2008-09
Rayo Vallecano,5,2008-09
Real Sociedad,6,2008-09
C.D. Castellón,7,2008-09
Levante UD,8,2008-09
U.D. Salamanca,9,2008-09
Gimnàstic de Tarragona,10,2008-09
SD Huesca,11,2008-09
Elche CF,12,2008-09
Córdoba CF,13,2008-09
UCAM Murcia CF,14,2008-09
Albacete BP,15,2008-09
Girona FC,16,2008-09
RC Celta de Vigo,17,2008-09
Unión Deportiva Las Palmas,18,2008-09
Deportivo Alavés,19,2008-09
Alicante,20,2008-09
SD Eibar,21,2008-09
Sevilla Atlético,22,2008-09
CD Numancia,1,2007-08
Málaga CF,2,2007-08
Real Sporting de Gijón,3,2007-08
Real Sociedad,4,2007-08
C.D. Castellón,5,2007-08
Hércules CF,6,2007-08
U.D. Salamanca,7,2007-08
Unión Deportiva Las Palmas,8,2007-08
Sevilla Atlético,9,2007-08
Elche CF,10,2007-08
CD Tenerife,11,2007-08
Albacete BP,12,2007-08
SD Eibar,13,2007-08
Gimnàstic de Tarragona,14,2007-08
Xerez,15,2007-08
RC Celta de Vigo,16,2007-08
Deportivo Alavés,17,2007-08
Córdoba CF,18,2007-08
Racing Ferrol,19,2007-08
Cádiz CF,20,2007-08
Granada CF,21,2007-08
Club Polideportivo Ejido,22,2007-08
Real Valladolid CF,1,2006-07
UD Almería,2,2006-07
UCAM Murcia CF,3,2006-07
Granada CF,4,2006-07
Cádiz CF,5,2006-07
Albacete BP,6,2006-07
CD Tenerife,7,2006-07
Xerez,8,2006-07
CD Numancia,9,2006-07
Club Polideportivo Ejido,10,2006-07
Elche CF,11,2006-07
U.D. Salamanca,12,2006-07
C.D. Castellón,13,2006-07
Real Sporting de Gijón,14,2006-07
Málaga CF,15,2006-07
Hércules CF,16,2006-07
Deportivo Alavés,17,2006-07
Unión Deportiva Las Palmas,18,2006-07
Real Madrid Castilla,19,2006-07
SD Ponferradina,20,2006-07
Lorca CF,21,2006-07
Vecindario,22,2006-07
