team,pos,season
FC Lorient,6,2018-19
Le Havre AC,7,2018-19
US Orléans Loiret Football,8,2018-19
Grenoble Foot 38,9,2018-19
Clermont Foot 63,10,2018-19
Chateauroux,11,2018-19
Chamois Niortais Football Club,12,2018-19
Valenciennes,13,2018-19
AS Nancy Lorraine,14,2018-19
AJ Auxerre,15,2018-19
Sochaux,16,2018-19
AC Ajaccio,17,2018-19
GFC Ajaccio,18,2018-19
AS Béziers,19,2018-19
Red Star FC,20,2018-19
Stade de Reims,1,2017-18
Nîmes Olympique,2,2017-18
AC Ajaccio,3,2017-18
Le Havre AC,4,2017-18
Stade Brestois 29,5,2017-18
Clermont Foot 63,6,2017-18
FC Lorient,7,2017-18
Paris FC,8,2017-18
Chateauroux,9,2017-18
Sochaux,10,2017-18
AJ Auxerre,11,2017-18
US Orléans Loiret Football,12,2017-18
Valenciennes,13,2017-18
Racing Club de Lens,14,2017-18
Chamois Niortais Football Club,15,2017-18
GFC Ajaccio,16,2017-18
AS Nancy Lorraine,17,2017-18
Football Bourg En Bresse Peronnas 01,18,2017-18
US Quevilly Rouen Métropole,19,2017-18
Tours FC,20,2017-18
RC Strasbourg Alsace,1,2016-17
Amiens SC,2,2016-17
ESTAC Troyes,3,2016-17
Racing Club de Lens,4,2016-17
Stade Brestois 29,5,2016-17
Nîmes Olympique,6,2016-17
Stade de Reims,7,2016-17
Le Havre AC,8,2016-17
GFC Ajaccio,9,2016-17
Chamois Niortais Football Club,10,2016-17
AC Ajaccio,11,2016-17
Clermont Foot 63,12,2016-17
Sochaux,13,2016-17
Valenciennes,14,2016-17
Football Bourg En Bresse Peronnas 01,15,2016-17
Tours FC,16,2016-17
AJ Auxerre,17,2016-17
US Orléans Loiret Football,18,2016-17
Red Star FC,19,2016-17
Stade Lavallois Mayenne FC,20,2016-17
AS Nancy Lorraine,1,2015-16
Dijon FCO,2,2015-16
FC Metz,3,2015-16
Le Havre AC,4,2015-16
Red Star FC,5,2015-16
Racing Club de Lens,6,2015-16
Clermont Foot 63,7,2015-16
AJ Auxerre,8,2015-16
Tours FC,9,2015-16
Stade Brestois 29,10,2015-16
Football Bourg En Bresse Peronnas 01,11,2015-16
Valenciennes,12,2015-16
Stade Lavallois Mayenne FC,13,2015-16
Nîmes Olympique,14,2015-16
Sochaux,15,2015-16
Chamois Niortais Football Club,16,2015-16
AC Ajaccio,17,2015-16
Evian Thonon Gaillard,18,2015-16
Créteil,19,2015-16
Paris FC,20,2015-16
ESTAC Troyes,1,2014-15
GFC Ajaccio,2,2014-15
Angers SCO,3,2014-15
Dijon FCO,4,2014-15
AS Nancy Lorraine,5,2014-15
Stade Brestois 29,6,2014-15
Le Havre AC,7,2014-15
Stade Lavallois Mayenne FC,8,2014-15
AJ Auxerre,9,2014-15
Sochaux,10,2014-15
Chamois Niortais Football Club,11,2014-15
Clermont Foot 63,12,2014-15
Créteil,13,2014-15
Nîmes Olympique,14,2014-15
Tours FC,15,2014-15
AC Ajaccio,16,2014-15
US Orléans Loiret Football,17,2014-15
Valenciennes,18,2014-15
Chateauroux,19,2014-15
Arles,20,2014-15
FC Metz,1,2013-14
Racing Club de Lens,2,2013-14
Stade Malherbe Caen,3,2013-14
AS Nancy Lorraine,4,2013-14
Chamois Niortais Football Club,5,2013-14
Dijon FCO,6,2013-14
Stade Brestois 29,7,2013-14
Tours FC,8,2013-14
Angers SCO,9,2013-14
ESTAC Troyes,10,2013-14
Créteil,11,2013-14
Le Havre AC,12,2013-14
Arles,13,2013-14
Clermont Foot 63,14,2013-14
Nîmes Olympique,15,2013-14
AJ Auxerre,16,2013-14
Stade Lavallois Mayenne FC,17,2013-14
Chateauroux,18,2013-14
FC Istres,19,2013-14
CA Bastia,20,2013-14
AS Monaco,1,2012-13
En Avant de Guingamp,2,2012-13
FC Nantes,3,2012-13
Stade Malherbe Caen,4,2012-13
Angers SCO,5,2012-13
Le Havre AC,6,2012-13
Dijon FCO,7,2012-13
Nîmes Olympique,8,2012-13
AJ Auxerre,9,2012-13
Tours FC,10,2012-13
Arles,11,2012-13
Racing Club de Lens,12,2012-13
FC Istres,13,2012-13
Clermont Foot 63,14,2012-13
Chateauroux,15,2012-13
Stade Lavallois Mayenne FC,16,2012-13
Chamois Niortais Football Club,17,2012-13
Le Mans FC,18,2012-13
Sedan,19,2012-13
GFC Ajaccio,20,2012-13
SC Bastia,1,2011-12
Stade de Reims,2,2011-12
ESTAC Troyes,3,2011-12
Sedan,4,2011-12
Clermont Foot 63,5,2011-12
Tours FC,6,2011-12
En Avant de Guingamp,7,2011-12
AS Monaco,8,2011-12
FC Nantes,9,2011-12
FC Istres,10,2011-12
Angers SCO,11,2011-12
Racing Club de Lens,12,2011-12
Arles,13,2011-12
Chateauroux,14,2011-12
Le Havre AC,15,2011-12
Stade Lavallois Mayenne FC,16,2011-12
Le Mans FC,17,2011-12
FC Metz,18,2011-12
US Boulogne Cote D'Opale,19,2011-12
Amiens SC,20,2011-12
Evian Thonon Gaillard,1,2010-11
AC Ajaccio,2,2010-11
Dijon FCO,3,2010-11
Le Mans FC,4,2010-11
Sedan,5,2010-11
Angers SCO,6,2010-11
Clermont Foot 63,7,2010-11
US Boulogne Cote D'Opale,8,2010-11
Le Havre AC,9,2010-11
Stade de Reims,10,2010-11
FC Istres,11,2010-11
Tours FC,12,2010-11
FC Nantes,13,2010-11
Chateauroux,14,2010-11
Stade Lavallois Mayenne FC,15,2010-11
ESTAC Troyes,16,2010-11
FC Metz,17,2010-11
Vannes OC,18,2010-11
Nîmes Olympique,19,2010-11
Grenoble Foot 38,20,2010-11
Stade Malherbe Caen,1,2009-10
Stade Brestois 29,2,2009-10
Arles,3,2009-10
FC Metz,4,2009-10
Angers SCO,5,2009-10
Clermont Foot 63,6,2009-10
Le Havre AC,7,2009-10
Dijon FCO,8,2009-10
Nîmes Olympique,9,2009-10
Tours FC,10,2009-10
Sedan,11,2009-10
Stade Lavallois Mayenne FC,12,2009-10
Vannes OC,13,2009-10
AC Ajaccio,14,2009-10
FC Nantes,15,2009-10
Chateauroux,16,2009-10
FC Istres,17,2009-10
En Avant de Guingamp,18,2009-10
RC Strasbourg Alsace,19,2009-10
SC Bastia,20,2009-10
Racing Club de Lens,1,2008-09
Montpellier HSC,2,2008-09
US Boulogne Cote D'Opale,3,2008-09
RC Strasbourg Alsace,4,2008-09
Tours FC,5,2008-09
FC Metz,6,2008-09
Angers SCO,7,2008-09
Dijon FCO,8,2008-09
Sedan,9,2008-09
Vannes OC,10,2008-09
SC Bastia,11,2008-09
Clermont Foot 63,12,2008-09
En Avant de Guingamp,13,2008-09
Stade Brestois 29,14,2008-09
Chateauroux,15,2008-09
AC Ajaccio,16,2008-09
Nîmes Olympique,17,2008-09
Amiens SC,18,2008-09
ESTAC Troyes,19,2008-09
Stade de Reims,20,2008-09
Le Havre AC,1,2007-08
FC Nantes,2,2007-08
Grenoble Foot 38,3,2007-08
Clermont Foot 63,4,2007-08
ESTAC Troyes,5,2007-08
Stade Brestois 29,6,2007-08
Sedan,7,2007-08
AC Ajaccio,8,2007-08
Angers SCO,9,2007-08
Montpellier HSC,10,2007-08
SC Bastia,11,2007-08
En Avant de Guingamp,12,2007-08
Stade de Reims,13,2007-08
Amiens SC,14,2007-08
Chateauroux,15,2007-08
Chamois Niortais Football Club,16,2007-08
Dijon FCO,17,2007-08
US Boulogne Cote D'Opale,18,2007-08
Libourne,19,2007-08
FC Gueugnon,20,2007-08
FC Metz,1,2006-07
Stade Malherbe Caen,2,2006-07
RC Strasbourg Alsace,3,2006-07
Amiens SC,4,2006-07
Grenoble Foot 38,5,2006-07
Le Havre AC,6,2006-07
Chateauroux,7,2006-07
Dijon FCO,8,2006-07
SC Bastia,9,2006-07
FC Gueugnon,10,2006-07
Stade de Reims,11,2006-07
AC Ajaccio,12,2006-07
En Avant de Guingamp,13,2006-07
Stade Brestois 29,14,2006-07
Montpellier HSC,15,2006-07
Chamois Niortais Football Club,16,2006-07
Libourne,17,2006-07
FC Istres,19,2006-07
Tours FC,20,2006-07
