team,pos,season
Levante UD,15,2017-18
Athletic Club de Bilbao,16,2017-18
CD Leganés,17,2017-18
Deportivo de La Coruña,18,2017-18
Unión Deportiva Las Palmas,19,2017-18
Málaga CF,20,2017-18
Real Madrid,1,2016-17
FC Barcelona,2,2016-17
Atlético Madrid,3,2016-17
Sevilla FC,4,2016-17
Villarreal CF,5,2016-17
Real Sociedad,6,2016-17
Athletic Club de Bilbao,7,2016-17
RCD Espanyol,8,2016-17
SD Eibar,9,2016-17
Deportivo Alavés,10,2016-17
Valencia CF,11,2016-17
Málaga CF,12,2016-17
RC Celta de Vigo,13,2016-17
Real Betis,14,2016-17
Unión Deportiva Las Palmas,15,2016-17
CD Leganés,16,2016-17
Deportivo de La Coruña,17,2016-17
Real Sporting de Gijón,18,2016-17
CA Osasuna,19,2016-17
Granada CF,20,2016-17
FC Barcelona,1,2015-16
Real Madrid,2,2015-16
Atlético Madrid,3,2015-16
Villarreal CF,4,2015-16
Athletic Club de Bilbao,5,2015-16
RC Celta de Vigo,6,2015-16
Sevilla FC,7,2015-16
Málaga CF,8,2015-16
Real Sociedad,9,2015-16
Real Betis,10,2015-16
Valencia CF,11,2015-16
Unión Deportiva Las Palmas,12,2015-16
SD Eibar,13,2015-16
RCD Espanyol,14,2015-16
Deportivo de La Coruña,15,2015-16
Real Sporting de Gijón,16,2015-16
Granada CF,17,2015-16
Rayo Vallecano,18,2015-16
Getafe CF,19,2015-16
Levante UD,20,2015-16
FC Barcelona,1,2014-15
Atlético Madrid,2,2014-15
Rayo Vallecano,3,2014-15
Deportivo de La Coruña,4,2014-15
Athletic Club de Bilbao,5,2014-15
Real Sociedad,6,2014-15
Getafe CF,7,2014-15
Córdoba CF,8,2014-15
Levante UD,9,2014-15
Valencia CF,10,2014-15
Sevilla FC,11,2014-15
RC Celta de Vigo,12,2014-15
Real Madrid,13,2014-15
Villarreal CF,14,2014-15
Granada CF,15,2014-15
SD Eibar,16,2014-15
Málaga CF,17,2014-15
UD Almería,18,2014-15
RCD Espanyol,19,2014-15
Elche CF,20,2014-15
Atlético Madrid,1,2013-14
FC Barcelona,2,2013-14
Real Madrid,3,2013-14
Athletic Club de Bilbao,4,2013-14
Sevilla FC,5,2013-14
Villarreal CF,6,2013-14
Real Sociedad,7,2013-14
Valencia CF,8,2013-14
RC Celta de Vigo,9,2013-14
Levante UD,10,2013-14
Málaga CF,11,2013-14
Rayo Vallecano,12,2013-14
RCD Espanyol,13,2013-14
Getafe CF,14,2013-14
Granada CF,15,2013-14
Elche CF,16,2013-14
UD Almería,17,2013-14
CA Osasuna,18,2013-14
Real Valladolid CF,19,2013-14
Real Betis,20,2013-14
FC Barcelona,1,2012-13
Real Madrid,2,2012-13
Atlético Madrid,3,2012-13
Real Sociedad,4,2012-13
Valencia CF,5,2012-13
Málaga CF,6,2012-13
Real Betis,7,2012-13
Rayo Vallecano,8,2012-13
Sevilla FC,9,2012-13
Getafe CF,10,2012-13
Levante UD,11,2012-13
Athletic Club de Bilbao,12,2012-13
RCD Espanyol,13,2012-13
Real Valladolid CF,14,2012-13
Granada CF,15,2012-13
CA Osasuna,16,2012-13
RC Celta de Vigo,17,2012-13
RCD Mallorca,18,2012-13
Deportivo de La Coruña,19,2012-13
Real Zaragoza,20,2012-13
Real Madrid,1,2011-12
FC Barcelona,2,2011-12
Valencia CF,3,2011-12
Málaga CF,4,2011-12
Atlético Madrid,5,2011-12
Levante UD,6,2011-12
CA Osasuna,7,2011-12
RCD Mallorca,8,2011-12
Sevilla FC,9,2011-12
Athletic Club de Bilbao,10,2011-12
Real Sociedad,11,2011-12
Real Betis,12,2011-12
Getafe CF,13,2011-12
RCD Espanyol,14,2011-12
Rayo Vallecano,15,2011-12
Real Zaragoza,16,2011-12
Granada CF,17,2011-12
Villarreal CF,18,2011-12
Real Sporting de Gijón,19,2011-12
Racing Santander,20,2011-12
FC Barcelona,1,2010-11
Real Madrid,2,2010-11
Valencia CF,3,2010-11
Villarreal CF,4,2010-11
Atlético Madrid,5,2010-11
Athletic Club de Bilbao,6,2010-11
Sevilla FC,7,2010-11
RCD Espanyol,8,2010-11
CA Osasuna,9,2010-11
Real Sporting de Gijón,10,2010-11
Málaga CF,11,2010-11
Racing Santander,12,2010-11
Levante UD,13,2010-11
Real Zaragoza,14,2010-11
Real Sociedad,15,2010-11
Getafe CF,16,2010-11
RCD Mallorca,17,2010-11
Deportivo de La Coruña,18,2010-11
Hércules CF,19,2010-11
UD Almería,20,2010-11
FC Barcelona,1,2009-10
Real Madrid,2,2009-10
Valencia CF,3,2009-10
Sevilla FC,4,2009-10
RCD Mallorca,5,2009-10
Getafe CF,6,2009-10
Villarreal CF,7,2009-10
Athletic Club de Bilbao,8,2009-10
Atlético Madrid,9,2009-10
Deportivo de La Coruña,10,2009-10
RCD Espanyol,11,2009-10
CA Osasuna,12,2009-10
UD Almería,13,2009-10
Real Zaragoza,14,2009-10
Real Sporting de Gijón,15,2009-10
Racing Santander,16,2009-10
Málaga CF,17,2009-10
Real Valladolid CF,18,2009-10
CD Tenerife,19,2009-10
Deportivo Xerez,20,2009-10
