team,pos,season
Santiago Wanderers,13,2017-17
CD O'Higgins,14,2017-17
Club Deportivo Palestino,15,2017-17
Deportes Iquique,16,2017-17
Universidad de Chile,1,2017-17
Colo-Colo,2,2017-17
CD Universidad de Concepción,3,2017-17
Universidad Católica,4,2017-17
Unión Española,5,2017-17
Deportes Iquique,6,2017-17
Audax Italiano,7,2017-17
CD O'Higgins,8,2017-17
Club Deportes Temuco,9,2017-17
CD Everton de Viña del Mar,10,2017-17
CD Antofagasta,11,2017-17
San Luis,12,2017-17
CD Huachipato,13,2017-17
Club Deportivo Palestino,14,2017-17
Santiago Wanderers,15,2017-17
CD Cobresal,16,2017-17
Universidad Católica,1,2016-16
Deportes Iquique,2,2016-16
Unión Española,3,2016-16
CD O'Higgins,4,2016-16
Colo-Colo,5,2016-16
Club Deportivo Palestino,6,2016-16
Universidad de Chile,7,2016-16
San Luis,8,2016-16
CD Antofagasta,9,2016-16
CD Huachipato,10,2016-16
Santiago Wanderers,11,2016-16
Club Deportes Temuco,12,2016-16
CD Cobresal,13,2016-16
Audax Italiano,14,2016-16
CD Everton de Viña del Mar,15,2016-16
CD Universidad de Concepción,16,2016-16
CD O'Higgins,1,2016-16
Universidad Católica,2,2016-16
Colo-Colo,3,2016-16
Santiago Wanderers,4,2016-16
Club Deportivo Palestino,5,2016-16
CD Universidad de Concepción,6,2016-16
CD Antofagasta,7,2016-16
Deportes Iquique,8,2016-16
CD Huachipato,9,2016-16
Universidad de Chile,10,2016-16
San Luis,11,2016-16
Audax Italiano,12,2016-16
Unión Española,13,2016-16
CD Cobresal,14,2016-16
San Marcos,15,2016-16
Unión La Calera,16,2016-16
Colo-Colo,1,2015-15
Universidad Católica,2,2015-15
CD Universidad de Concepción,3,2015-15
Club Deportivo Palestino,4,2015-15
Audax Italiano,5,2015-15
Unión Española,6,2015-15
CD O'Higgins,7,2015-15
CD Cobresal,8,2015-15
San Marcos,9,2015-15
Santiago Wanderers,10,2015-15
Universidad de Chile,11,2015-15
CD Huachipato,12,2015-15
Deportes Iquique,13,2015-15
Unión La Calera,14,2015-15
San Luis,15,2015-15
CD Antofagasta,16,2015-15
Deportivo Ñublense,1,2015-15
Deportes Iquique,2,2015-15
Colo-Colo,3,2015-15
Unión La Calera,4,2015-15
CD Antofagasta,5,2015-15
Unión Española,6,2015-15
Santiago Wanderers,7,2015-15
Club Deportivo Palestino,8,2015-15
Cobreloa,9,2015-15
Barnechea,10,2015-15
Audax Italiano,11,2015-15
CD Cobresal,12,2015-15
Universidad de Chile,13,2015-15
San Marcos,14,2015-15
CD O'Higgins,15,2015-15
Universidad Católica,16,2015-15
CD Universidad de Concepción,17,2015-15
CD Huachipato,18,2015-15
Universidad de Chile,1,2014-14
Santiago Wanderers,2,2014-14
Colo-Colo,3,2014-14
Club Deportivo Palestino,4,2014-14
CD Huachipato,5,2014-14
Unión Española,6,2014-14
Audax Italiano,7,2014-14
CD O'Higgins,8,2014-14
Unión La Calera,9,2014-14
Barnechea,10,2014-14
Deportivo Ñublense,11,2014-14
CD Universidad de Concepción,12,2014-14
Universidad Católica,13,2014-14
CD Cobresal,14,2014-14
Deportes Iquique,15,2014-14
CD Antofagasta,16,2014-14
San Marcos,17,2014-14
Cobreloa,18,2014-14
Colo-Colo,1,2014-14
Universidad Católica,2,2014-14
CD O'Higgins,3,2014-14
CD Universidad de Concepción,4,2014-14
Club Deportivo Palestino,5,2014-14
CD Huachipato,6,2014-14
Deportes Iquique,7,2014-14
Cobreloa,8,2014-14
Unión Española,9,2014-14
CD Cobresal,10,2014-14
CD Antofagasta,11,2014-14
Universidad de Chile,12,2014-14
Unión La Calera,13,2014-14
Audax Italiano,14,2014-14
Santiago Wanderers,15,2014-14
CD Everton de Viña del Mar,16,2014-14
Deportivo Ñublense,17,2014-14
Rangers,18,2014-14
Universidad Católica,1,2013-13
CD O'Higgins,2,2013-13
Unión Española,3,2013-13
Universidad de Chile,4,2013-13
Club Deportivo Palestino,5,2013-13
Deportes Iquique,6,2013-13
Deportivo Ñublense,7,2013-13
Colo-Colo,8,2013-13
CD Cobresal,9,2013-13
Cobreloa,10,2013-13
CD Antofagasta,11,2013-13
CD Universidad de Concepción,12,2013-13
Santiago Wanderers,13,2013-13
Audax Italiano,14,2013-13
CD Everton de Viña del Mar,15,2013-13
Unión La Calera,16,2013-13
Rangers,17,2013-13
CD Huachipato,18,2013-13
Unión Española,1,2013-13
Universidad Católica,2,2013-13
Cobreloa,3,2013-13
CD O'Higgins,4,2013-13
Universidad de Chile,5,2013-13
CD Everton de Viña del Mar,6,2013-13
Unión La Calera,7,2013-13
Rangers,8,2013-13
Santiago Wanderers,9,2013-13
Colo-Colo,10,2013-13
Club Deportivo Palestino,11,2013-13
Deportivo Ñublense,12,2013-13
CD Antofagasta,13,2013-13
CD Huachipato,14,2013-13
Audax Italiano,15,2013-13
Deportes Iquique,16,2013-13
San Marcos,17,2013-13
CD Cobresal,18,2013-13
Colo-Colo,1,2012-12
Universidad de Chile,2,2012-12
Rangers,3,2012-12
Club Deportivo Palestino,4,2012-12
Deportes Iquique,5,2012-12
Unión Española,6,2012-12
CD Huachipato,7,2012-12
Audax Italiano,8,2012-12
CD Cobresal,9,2012-12
Universidad Católica,10,2012-12
Unión San Felipe,11,2012-12
Cobreloa,12,2012-12
CD Antofagasta,13,2012-12
CD O'Higgins,14,2012-12
Santiago Wanderers,15,2012-12
Unión La Calera,16,2012-12
CD Universidad de Concepción,17,2012-12
Deportes La Serena,18,2012-12
Universidad de Chile,1,2012-12
CD O'Higgins,2,2012-12
Deportes Iquique,3,2012-12
Universidad Católica,4,2012-12
Unión Española,5,2012-12
Colo-Colo,6,2012-12
Unión La Calera,7,2012-12
CD Huachipato,8,2012-12
Cobreloa,9,2012-12
CD Universidad de Concepción,10,2012-12
Santiago Wanderers,11,2012-12
Audax Italiano,12,2012-12
Deportes La Serena,13,2012-12
Rangers,14,2012-12
Club Deportivo Palestino,15,2012-12
CD Antofagasta,16,2012-12
Unión San Felipe,17,2012-12
CD Cobresal,18,2012-12
Universidad de Chile,1,2011-11
Cobreloa,2,2011-11
Colo-Colo,3,2011-11
Audax Italiano,4,2011-11
Universidad Católica,5,2011-11
Deportes La Serena,6,2011-11
Unión La Calera,7,2011-11
Unión Española,8,2011-11
CD Cobresal,9,2011-11
Santiago Wanderers,10,2011-11
Deportes Iquique,11,2011-11
CD Universidad de Concepción,12,2011-11
Santiago Morning,13,2011-11
Club Deportivo Palestino,14,2011-11
Deportivo Ñublense,15,2011-11
CD O'Higgins,16,2011-11
CD Huachipato,17,2011-11
Unión San Felipe,18,2011-11
Universidad Católica,1,2011-11
Universidad de Chile,2,2011-11
Unión Española,3,2011-11
Club Deportivo Palestino,4,2011-11
CD O'Higgins,5,2011-11
Colo-Colo,6,2011-11
Unión La Calera,7,2011-11
Unión San Felipe,8,2011-11
CD Huachipato,9,2011-11
Deportes La Serena,10,2011-11
Audax Italiano,11,2011-11
Deportes Iquique,12,2011-11
CD Universidad de Concepción,13,2011-11
Santiago Wanderers,14,2011-11
Cobreloa,15,2011-11
Santiago Morning,16,2011-11
Deportivo Ñublense,17,2011-11
CD Cobresal,18,2011-11
Universidad Católica,1,2010-10
Colo-Colo,2,2010-10
Audax Italiano,3,2010-10
Universidad de Chile,4,2010-10
Unión Española,5,2010-10
CD Huachipato,6,2010-10
Santiago Wanderers,7,2010-10
Deportes La Serena,8,2010-10
Unión San Felipe,9,2010-10
CD Cobresal,10,2010-10
Club Deportivo Palestino,11,2010-10
CD O'Higgins,12,2010-10
Deportivo Ñublense,13,2010-10
Cobreloa,14,2010-10
CD Universidad de Concepción,15,2010-10
Santiago Morning,16,2010-10
CD Everton de Viña del Mar,17,2010-10
San Luis,18,2010-10
Universidad Católica,1,2009-09
Deportes La Serena,2,2009-09
Audax Italiano,3,2009-09
Colo-Colo,4,2009-09
CD Universidad de Concepción,5,2009-09
Santiago Morning,6,2009-09
Unión Española,7,2009-09
CD Everton de Viña del Mar,8,2009-09
Rangers,9,2009-09
Universidad de Chile,10,2009-09
CD Cobresal,11,2009-09
Club Deportivo Palestino,12,2009-09
Curicó Unido,13,2009-09
Cobreloa,14,2009-09
CD O'Higgins,15,2009-09
Deportivo Ñublense,16,2009-09
CD Huachipato,17,2009-09
Deportes Iquique,18,2009-09
Unión Española,1,2009-09
Universidad de Chile,2,2009-09
CD Everton de Viña del Mar,3,2009-09
Santiago Morning,4,2009-09
Universidad Católica,5,2009-09
Deportes Iquique,6,2009-09
Audax Italiano,7,2009-09
CD O'Higgins,8,2009-09
CD Huachipato,9,2009-09
Cobreloa,10,2009-09
CD Universidad de Concepción,11,2009-09
Deportivo Ñublense,12,2009-09
Colo-Colo,13,2009-09
Curicó Unido,14,2009-09
CD Cobresal,15,2009-09
Club Deportivo Palestino,16,2009-09
Rangers,17,2009-09
Deportes La Serena,18,2009-09
