team,pos,season
Ironi Kiryat Schmona,5,2012-13
FC Ashdod,6,2012-13
Hapoel Be'er Sheva,7,2012-13
Ironi Ramat HaSharon,8,2012-13
Hapoel Haifa,9,2012-13
Beitar Jerusalem FC,10,2012-13
Hapoel Ironi Akko,11,2012-13
Bnei Sakhnin,12,2012-13
Maccabi Netanya,13,2012-13
Hapoel Ramat Gan,14,2012-13
Ironi Kiryat Schmona,1,2011-12
Hapoel Tel Aviv,2,2011-12
Bnei Yehuda Tel Aviv FC,3,2011-12
Maccabi Haifa FC,4,2011-12
Maccabi Netanya,5,2011-12
Maccabi Tel Aviv,6,2011-12
Bnei Sakhnin,7,2011-12
FC Ashdod,8,2011-12
Beitar Jerusalem FC,9,2011-12
Hapoel Ironi Akko,10,2011-12
Ironi Ramat HaSharon,11,2011-12
Hapoel Haifa,12,2011-12
Hapoel Be'er Sheva,13,2011-12
Maccabi Petah Tikva,14,2011-12
Hapoel Petah Tikva FC,15,2011-12
Hapoel Rishon LeZion,16,2011-12
Maccabi Haifa FC,1,2010-11
Hapoel Tel Aviv,2,2010-11
Maccabi Tel Aviv,3,2010-11
Ironi Kiryat Schmona,4,2010-11
Bnei Yehuda Tel Aviv FC,5,2010-11
Maccabi Netanya,6,2010-11
Hapoel Haifa,7,2010-11
Maccabi Petah Tikva,8,2010-11
Hapoel Ironi Akko,9,2010-11
Hapoel Be'er Sheva,10,2010-11
Beitar Jerusalem FC,11,2010-11
Hapoel Petah Tikva FC,12,2010-11
FC Ashdod,13,2010-11
Hapoel Ashkelon,14,2010-11
Bnei Sakhnin,15,2010-11
Hapoel Ramat Gan,16,2010-11
Maccabi Haifa FC,1,2009-10
Hapoel Tel Aviv,2,2009-10
Maccabi Tel Aviv,3,2009-10
Beitar Jerusalem FC,4,2009-10
Bnei Yehuda Tel Aviv FC,5,2009-10
FC Ashdod,6,2009-10
Bnei Sakhnin,7,2009-10
Hapoel Be'er Sheva,8,2009-10
Maccabi Netanya,9,2009-10
Maccabi Petah Tikva,10,2009-10
Hapoel Ramat Gan,11,2009-10
Hapoel Haifa,12,2009-10
Hapoel Petah Tikva FC,13,2009-10
Hapoel Ironi Akko,14,2009-10
Maccabi Ahi Nazareth,15,2009-10
Hapoel Ra'anana,16,2009-10
