team,pos,season
Ordabasy Shymkent,4,2015-15
Okzhetpes Kokshetau,5,2015-15
Atyrau,6,2015-15
Tobol Kostanay,7,2015-15
Irtysh Pavlodar,8,2015-15
Taraz,9,2015-15
Zhetysu Taldykorgan,10,2015-15
Shakhter Karagandy,11,2015-15
Kaisar Kyzylorda,12,2015-15
Lokomotiv Astana,1,2014-14
Aktobe,2,2014-14
Kairat Almaty,3,2014-14
Ordabasy Shymkent,4,2014-14
Kaisar Kyzylorda,5,2014-14
Tobol Kostanay,6,2014-14
Shakhter Karagandy,7,2014-14
Zhetysu Taldykorgan,8,2014-14
Irtysh Pavlodar,9,2014-14
Atyrau,10,2014-14
Taraz,11,2014-14
Spartak Semey,12,2014-14
Aktobe,1,2013-13
Lokomotiv Astana,2,2013-13
Tobol Kostanay,3,2013-13
Kairat Almaty,4,2013-13
Irtysh Pavlodar,5,2013-13
Ordabasy Shymkent,6,2013-13
Atyrau,7,2013-13
Shakhter Karagandy,8,2013-13
Zhetysu Taldykorgan,9,2013-13
Akzhaiyk Uralsk,10,2013-13
Vostok,11,2013-13
Taraz,12,2013-13
Shakhter Karagandy,1,2012-12
Irtysh Pavlodar,2,2012-12
Aktobe,3,2012-12
Lokomotiv Astana,4,2012-12
Tobol Kostanay,5,2012-12
Taraz,6,2012-12
Ordabasy Shymkent,7,2012-12
Akzhaiyk Uralsk,8,2012-12
Atyrau,9,2012-12
Kairat Almaty,10,2012-12
Kaisar Kyzylorda,11,2012-12
Sunkar,12,2012-12
Zhetysu Taldykorgan,13,2012-12
Okzhetpes Kokshetau,14,2012-12
Zhetysu Taldykorgan,1,2011-11
Lokomotiv Astana,2,2011-11
Shakhter Karagandy,3,2011-11
Aktobe,4,2011-11
Irtysh Pavlodar,5,2011-11
Ordabasy Shymkent,6,2011-11
Tobol Kostanay,7,2011-11
Atyrau,8,2011-11
Kairat Almaty,9,2011-11
Taraz,10,2011-11
Vostok,11,2011-11
Kaisar Kyzylorda,12,2011-11
Tobol Kostanay,1,2010-10
Aktobe,2,2010-10
Irtysh Pavlodar,3,2010-10
Lokomotiv Astana,4,2010-10
Zhetysu Taldykorgan,5,2010-10
Ordabasy Shymkent,6,2010-10
Atyrau,7,2010-10
Shakhter Karagandy,8,2010-10
Taraz,9,2010-10
Kairat Almaty,10,2010-10
Akzhaiyk Uralsk,11,2010-10
Okzhetpes Kokshetau,12,2010-10
Aktobe,1,2009-09
Lokomotiv Astana,2,2009-09
Shakhter Karagandy,3,2009-09
Tobol Kostanay,4,2009-09
Zhetysu Taldykorgan,5,2009-09
Atyrau,6,2009-09
Ordabasy Shymkent,7,2009-09
Taraz,8,2009-09
Irtysh Pavlodar,9,2009-09
Vostok,10,2009-09
Kazakhmys,11,2009-09
Okzhetpes Kokshetau,12,2009-09
Kaisar Kyzylorda,13,2009-09
Kyzylzhar Petropavlovsk,14,2009-09
