team,pos,season
Esteghlal,2,2018-19
Sepahan,3,2018-19
Padideh F.C.,4,2018-19
Tractor Sazi,5,2018-19
Nassaji Mazandaran,6,2018-19
Zob Ahan Isfahan FC,7,2018-19
Foolad Khuzestan,8,2018-19
Sanat Naft Abadan,9,2018-19
Saipa FC,10,2018-19
Machine Sazi FC,11,2018-19
Paykan F.C.,12,2018-19
Pars Jonoubi Jam,13,2018-19
Naft Masjed Soleyman FC,14,2018-19
Sepidrood Rasht SC,15,2018-19
Esteghlal Khuzestan FC,16,2018-19
Persepolis,1,2017-18
Zob Ahan Isfahan FC,2,2017-18
Esteghlal,3,2017-18
Saipa FC,4,2017-18
Pars Jonoubi Jam,5,2017-18
Paykan F.C.,6,2017-18
Foolad Khuzestan,7,2017-18
Sanat Naft Abadan,8,2017-18
Padideh F.C.,9,2017-18
Gostaresh Foolad,10,2017-18
Tractor Sazi,11,2017-18
Esteghlal Khuzestan FC,12,2017-18
Sepidrood Rasht SC,13,2017-18
Sepahan,14,2017-18
Naft Tehran,15,2017-18
Meshki Pooshan Football Club,16,2017-18
Persepolis,1,2016-17
Esteghlal,2,2016-17
Tractor Sazi,3,2016-17
Zob Ahan Isfahan FC,4,2016-17
Sepahan,5,2016-17
Paykan F.C.,6,2016-17
Esteghlal Khuzestan FC,7,2016-17
Gostaresh Foolad,8,2016-17
Naft Tehran,9,2016-17
Foolad Khuzestan,10,2016-17
Padideh F.C.,11,2016-17
Sanat Naft Abadan,12,2016-17
Saipa FC,13,2016-17
Meshki Pooshan Football Club,14,2016-17
Saba Qom,15,2016-17
Machine Sazi FC,16,2016-17
Esteghlal Khuzestan FC,1,2015-16
Persepolis,2,2015-16
Esteghlal,3,2015-16
Tractor Sazi,4,2015-16
Naft Tehran,5,2015-16
Zob Ahan Isfahan FC,6,2015-16
Saba Qom,7,2015-16
Saipa FC,8,2015-16
Gostaresh Foolad,9,2015-16
Padideh F.C.,10,2015-16
Sepahan,11,2015-16
Foolad Khuzestan,12,2015-16
Meshki Pooshan Football Club,13,2015-16
Malavan,14,2015-16
Rah Ahan,15,2015-16
Esteghlal Ahvaz,16,2015-16
Sepahan,1,2014-15
Zob Ahan Isfahan FC,2,2014-15
Rah Ahan,3,2014-15
Foolad Khuzestan,4,2014-15
Saipa FC,5,2014-15
Padideh F.C.,6,2014-15
Naft Masjed Soleyman FC,7,2014-15
Malavan,8,2014-15
Persepolis,9,2014-15
Naft Tehran,10,2014-15
Gostaresh Foolad,11,2014-15
Esteghlal Khuzestan FC,12,2014-15
Tractor Sazi,13,2014-15
Saba Qom,14,2014-15
Esteghlal,15,2014-15
Paykan F.C.,16,2014-15
Foolad Khuzestan,1,2013-14
Persepolis,2,2013-14
Naft Tehran,3,2013-14
Sepahan,4,2013-14
Esteghlal,5,2013-14
Tractor Sazi,6,2013-14
Malavan,7,2013-14
Saipa FC,8,2013-14
Saba Qom,9,2013-14
Gostaresh Foolad,10,2013-14
Rah Ahan,11,2013-14
Esteghlal Khuzestan FC,12,2013-14
Zob Ahan Isfahan FC,13,2013-14
Fajr Sepasi,14,2013-14
Damash,15,2013-14
Mes Kerman,16,2013-14
Esteghlal,1,2012-13
Tractor Sazi,2,2012-13
Sepahan,3,2012-13
Foolad Khuzestan,4,2012-13
Naft Tehran,5,2012-13
Mes Kerman,6,2012-13
Persepolis,7,2012-13
Rah Ahan,8,2012-13
Saipa FC,9,2012-13
Saba Qom,10,2012-13
Damash,11,2012-13
Fajr Sepasi,12,2012-13
Malavan,13,2012-13
Zob Ahan Isfahan FC,14,2012-13
Aluminium Hormozgan,15,2012-13
Sanat Naft Abadan,16,2012-13
Paykan F.C.,17,2012-13
Gahar Zagros,18,2012-13
Sepahan,1,2011-12
Tractor Sazi,2,2011-12
Esteghlal,3,2011-12
Saba Qom,4,2011-12
Naft Tehran,5,2011-12
Zob Ahan Isfahan FC,6,2011-12
Damash,7,2011-12
Saipa FC,8,2011-12
Mes Kerman,9,2011-12
Sanat Naft Abadan,10,2011-12
Rah Ahan,11,2011-12
Persepolis,12,2011-12
Fajr Sepasi,13,2011-12
Foolad Khuzestan,14,2011-12
Malavan,15,2011-12
Shahrdari Tabriz,16,2011-12
Shahin Bushehr FC,17,2011-12
Padideh F.C.,18,2011-12
Sepahan,1,2010-11
Esteghlal,2,2010-11
Zob Ahan Isfahan FC,3,2010-11
Persepolis,4,2010-11
Tractor Sazi,5,2010-11
Foolad Khuzestan,6,2010-11
Mes Kerman,7,2010-11
Malavan,8,2010-11
Sanat Naft Abadan,9,2010-11
Saba Qom,10,2010-11
Saipa FC,11,2010-11
Shahrdari Tabriz,12,2010-11
Naft Tehran,13,2010-11
Shahin Bushehr FC,14,2010-11
Rah Ahan,15,2010-11
Pas Hamedan,16,2010-11
Paykan F.C.,17,2010-11
Steel Azin,18,2010-11
Sepahan,1,2009-10
Zob Ahan Isfahan FC,2,2009-10
Esteghlal,3,2009-10
Persepolis,4,2009-10
Steel Azin,5,2009-10
Saba Qom,6,2009-10
Tractor Sazi,7,2009-10
Saipa FC,8,2009-10
Mes Kerman,9,2009-10
Foolad Khuzestan,10,2009-10
Paykan F.C.,11,2009-10
Malavan,12,2009-10
Shahin Bushehr FC,13,2009-10
Rah Ahan,14,2009-10
Pas Hamedan,15,2009-10
Fajr Sepasi,16,2009-10
Aboomoslem,17,2009-10
Esteghlal Ahvaz,18,2009-10
