team,pos,season
Vitória Guimarães,6,2011-12
Nacional,7,2011-12
Olhanense,8,2011-12
Gil Vicente FC,9,2011-12
Paços de Ferreira,10,2011-12
Vitória Setúbal,11,2011-12
Académica,12,2011-12
Beira-Mar,13,2011-12
Rio Ave,14,2011-12
Feirense,15,2011-12
União de Leiria,16,2011-12
FC Porto,1,2010-11
Benfica,2,2010-11
Sporting,3,2010-11
Braga,4,2010-11
Vitória Guimarães,5,2010-11
Nacional,6,2010-11
Paços de Ferreira,7,2010-11
Rio Ave,8,2010-11
CS Marítimo Madeira,9,2010-11
União de Leiria,10,2010-11
Olhanense,11,2010-11
Vitória Setúbal,12,2010-11
Beira-Mar,13,2010-11
Académica,14,2010-11
Portimonense,15,2010-11
Naval 1º de Maio,16,2010-11
Benfica,1,2009-10
Braga,2,2009-10
FC Porto,3,2009-10
Sporting,4,2009-10
CS Marítimo Madeira,5,2009-10
Vitória Guimarães,6,2009-10
Nacional,7,2009-10
Naval 1º de Maio,8,2009-10
Paços de Ferreira,9,2009-10
União de Leiria,10,2009-10
Académica,11,2009-10
Rio Ave,12,2009-10
Olhanense,13,2009-10
Vitória Setúbal,14,2009-10
Belenenses,15,2009-10
Leixões,16,2009-10
