team,pos,season
Werder Bremen,8,2016-17
Borussia Mönchengladbach,9,2016-17
Schalke 04,10,2016-17
Eintracht Frankfurt,11,2016-17
Bayer Leverkusen,12,2016-17
Augsburg,13,2016-17
Hamburger SV,14,2016-17
Mainz,15,2016-17
Wolfsburg,16,2016-17
Ingolstadt,17,2016-17
Darmstadt,18,2016-17
Bayern München,1,2015-16
Borussia Dortmund,2,2015-16
Bayer Leverkusen,3,2015-16
Borussia Mönchengladbach,4,2015-16
Schalke 04,5,2015-16
Mainz,6,2015-16
Hertha BSC,7,2015-16
Wolfsburg,8,2015-16
1. FC Köln,9,2015-16
Hamburger SV,10,2015-16
Ingolstadt,11,2015-16
Augsburg,12,2015-16
Werder Bremen,13,2015-16
Darmstadt,14,2015-16
Hoffenheim,15,2015-16
Eintracht Frankfurt,16,2015-16
VfB Stuttgart,17,2015-16
Hannover 96,18,2015-16
Augsburg,1,2014-15
Werder Bremen,2,2014-15
VfB Stuttgart,3,2014-15
Schalke 04,4,2014-15
SC Paderborn 07,5,2014-15
Mainz,6,2014-15
Hoffenheim,7,2014-15
Hertha BSC,8,2014-15
Hannover 96,9,2014-15
Hamburger SV,10,2014-15
Freiburg,11,2014-15
1. FC Köln,12,2014-15
Eintracht Frankfurt,13,2014-15
Borussia Mönchengladbach,14,2014-15
Borussia Dortmund,15,2014-15
Bayern München,16,2014-15
Bayer Leverkusen,17,2014-15
Wolfsburg,18,2014-15
Bayern München,1,2013-14
Borussia Dortmund,2,2013-14
Schalke 04,3,2013-14
Bayer Leverkusen,4,2013-14
Wolfsburg,5,2013-14
Borussia Mönchengladbach,6,2013-14
Mainz,7,2013-14
Augsburg,8,2013-14
Hoffenheim,9,2013-14
Hannover 96,10,2013-14
Hertha BSC,11,2013-14
Werder Bremen,12,2013-14
Eintracht Frankfurt,13,2013-14
Freiburg,14,2013-14
VfB Stuttgart,15,2013-14
Hamburger SV,16,2013-14
Nürnberg,17,2013-14
Eintracht Braunschweig,18,2013-14
Bayern München,1,2012-13
Borussia Dortmund,2,2012-13
Bayer Leverkusen,3,2012-13
Schalke 04,4,2012-13
Freiburg,5,2012-13
Eintracht Frankfurt,6,2012-13
Hamburger SV,7,2012-13
Borussia Mönchengladbach,8,2012-13
Hannover 96,9,2012-13
Nürnberg,10,2012-13
Wolfsburg,11,2012-13
VfB Stuttgart,12,2012-13
Mainz,13,2012-13
Werder Bremen,14,2012-13
Augsburg,15,2012-13
Hoffenheim,16,2012-13
Fortuna Düsseldorf,17,2012-13
Greuther Fürth,18,2012-13
Borussia Dortmund,1,2011-12
Bayern München,2,2011-12
Schalke 04,3,2011-12
Borussia Mönchengladbach,4,2011-12
Bayer Leverkusen,5,2011-12
VfB Stuttgart,6,2011-12
Hannover 96,7,2011-12
Wolfsburg,8,2011-12
Werder Bremen,9,2011-12
Nürnberg,10,2011-12
Hoffenheim,11,2011-12
Freiburg,12,2011-12
Mainz,13,2011-12
Augsburg,14,2011-12
Hamburger SV,15,2011-12
Hertha BSC,16,2011-12
1. FC Köln,17,2011-12
Kaiserslautern,18,2011-12
Borussia Dortmund,1,2010-11
Bayer Leverkusen,2,2010-11
Bayern München,3,2010-11
Hannover 96,4,2010-11
Mainz,5,2010-11
Nürnberg,6,2010-11
Kaiserslautern,7,2010-11
Hamburger SV,8,2010-11
Freiburg,9,2010-11
1. FC Köln,10,2010-11
Hoffenheim,11,2010-11
VfB Stuttgart,12,2010-11
Werder Bremen,13,2010-11
Schalke 04,14,2010-11
Wolfsburg,15,2010-11
Borussia Mönchengladbach,16,2010-11
Eintracht Frankfurt,17,2010-11
St. Pauli,18,2010-11
Bayern München,1,2009-10
Schalke 04,2,2009-10
Werder Bremen,3,2009-10
Bayer Leverkusen,4,2009-10
Borussia Dortmund,5,2009-10
VfB Stuttgart,6,2009-10
Hamburger SV,7,2009-10
Wolfsburg,8,2009-10
Mainz,9,2009-10
Eintracht Frankfurt,10,2009-10
Hoffenheim,11,2009-10
Borussia Mönchengladbach,12,2009-10
1. FC Köln,13,2009-10
Freiburg,14,2009-10
Hannover 96,15,2009-10
Nürnberg,16,2009-10
Bochum,17,2009-10
Hertha BSC,18,2009-10
