team,pos,season
Lugo,14,2015-16
Mirandés,15,2015-16
Real Valladolid,16,2015-16
Mallorca,17,2015-16
Almería,18,2015-16
Ponferradina,19,2015-16
Llagostera,20,2015-16
Albacete,21,2015-16
Athletic Bilbao B,22,2015-16
Real Betis,1,2014-15
Sporting Gijón,2,2014-15
Girona,3,2014-15
Las Palmas,4,2014-15
Real Valladolid,5,2014-15
Real Zaragoza,6,2014-15
Ponferradina,7,2014-15
Mirandés,8,2014-15
Llagostera,9,2014-15
Leganés,10,2014-15
AD Alcorcón,11,2014-15
Numancia,12,2014-15
Alavés,13,2014-15
Albacete,14,2014-15
Lugo,15,2014-15
Mallorca,16,2014-15
Tenerife,17,2014-15
Osasuna,18,2014-15
Racing Santander,19,2014-15
Recreativo Huelva,20,2014-15
CD Sabadell,21,2014-15
Barcelona B,22,2014-15
Eibar,1,2013-14
Deportivo La Coruña,2,2013-14
Barcelona B,3,2013-14
Murcia,4,2013-14
Sporting Gijón,5,2013-14
Las Palmas,6,2013-14
Córdoba,7,2013-14
Recreativo Huelva,8,2013-14
AD Alcorcón,9,2013-14
CD Sabadell,10,2013-14
Tenerife,11,2013-14
Lugo,12,2013-14
Numancia,13,2013-14
Real Zaragoza,14,2013-14
Ponferradina,15,2013-14
Girona,16,2013-14
Mallorca,17,2013-14
Alavés,18,2013-14
Mirandés,19,2013-14
Real Madrid Castilla,20,2013-14
Real Jaen CF,21,2013-14
Hercules,22,2013-14
Elche,1,2012-13
Villarreal,2,2012-13
Almería,3,2012-13
Girona,4,2012-13
AD Alcorcón,5,2012-13
Las Palmas,6,2012-13
Ponferradina,7,2012-13
Real Madrid Castilla,8,2012-13
Barcelona B,9,2012-13
Sporting Gijón,10,2012-13
Lugo,11,2012-13
Numancia,12,2012-13
Córdoba,13,2012-13
Recreativo Huelva,14,2012-13
CD Sabadell,15,2012-13
Mirandés,16,2012-13
Guadalajara,17,2012-13
Hercules,18,2012-13
Murcia,19,2012-13
Racing Santander,20,2012-13
Huesca,21,2012-13
Xerez,22,2012-13
Deportivo La Coruña,1,2011-12
Celta Vigo,2,2011-12
Real Valladolid CF II,3,2011-12
AD Alcorcón,4,2011-12
Hercules,5,2011-12
Córdoba,6,2011-12
Almería,7,2011-12
Barcelona B,8,2011-12
Las Palmas,9,2011-12
Numancia,10,2011-12
Elche,11,2011-12
Villarreal B,12,2011-12
Huesca,13,2011-12
Xerez,14,2011-12
Girona,15,2011-12
Guadalajara,16,2011-12
Recreativo Huelva,17,2011-12
Murcia,18,2011-12
CD Sabadell,19,2011-12
FC Cartagena,20,2011-12
Alcoyano,21,2011-12
Gimnastic de Tarragona,22,2011-12
Real Betis,1,2010-11
Rayo Vallecano,2,2010-11
Barcelona B,3,2010-11
Elche,4,2010-11
Celta Vigo,6,2010-11
Real Valladolid CF II,7,2010-11
Xerez,8,2010-11
AD Alcorcón,9,2010-11
Numancia,10,2010-11
Girona,11,2010-11
Recreativo Huelva,12,2010-11
FC Cartagena,13,2010-11
Huesca,14,2010-11
Las Palmas,15,2010-11
Córdoba,16,2010-11
Villarreal B,17,2010-11
Gimnastic de Tarragona,18,2010-11
U.D. Salamanca,19,2010-11
Tenerife,20,2010-11
Ponferradina,21,2010-11
Albacete,22,2010-11
Real Sociedad,1,2009-10
Hercules,2,2009-10
Real Betis,3,2009-10
Levante,4,2009-10
FC Cartagena,5,2009-10
Elche,6,2009-10
Numancia,7,2009-10
Recreativo Huelva,8,2009-10
Córdoba,9,2009-10
Rayo Vallecano,10,2009-10
Albacete,11,2009-10
Huesca,12,2009-10
Celta Vigo,13,2009-10
U.D. Salamanca,14,2009-10
Girona,15,2009-10
Las Palmas,16,2009-10
Gimnastic de Tarragona,17,2009-10
Murcia,18,2009-10
Cádiz,19,2009-10
Real Unión Irun,20,2009-10
Castellón,21,2009-10
Alcoyano,22,2009-10
Xerez,1,2008-09
Real Zaragoza,2,2008-09
Tenerife,3,2008-09
Hercules,4,2008-09
Rayo Vallecano,5,2008-09
Real Sociedad,6,2008-09
Castellón,7,2008-09
Levante,8,2008-09
U.D. Salamanca,9,2008-09
Gimnastic de Tarragona,10,2008-09
Huesca,11,2008-09
Elche,12,2008-09
Córdoba,13,2008-09
Murcia,14,2008-09
Albacete,15,2008-09
Girona,16,2008-09
Celta Vigo,17,2008-09
Las Palmas,18,2008-09
Alavés,19,2008-09
Alicante,20,2008-09
Eibar,21,2008-09
Sevilla Atletico,22,2008-09
Numancia,1,2007-08
Málaga,2,2007-08
Sporting Gijón,3,2007-08
Real Sociedad,4,2007-08
Castellón,5,2007-08
Hercules,6,2007-08
U.D. Salamanca,7,2007-08
Las Palmas,8,2007-08
Sevilla Atletico,9,2007-08
Elche,10,2007-08
Tenerife,11,2007-08
Albacete,12,2007-08
Eibar,13,2007-08
Gimnastic de Tarragona,14,2007-08
Xerez,15,2007-08
Celta Vigo,16,2007-08
Alavés,17,2007-08
Córdoba,18,2007-08
Racing Ferrol,19,2007-08
Cádiz,20,2007-08
Granada,21,2007-08
Club Polideportivo Ejido,22,2007-08
Real Valladolid,1,2006-07
Almería,2,2006-07
Murcia,3,2006-07
Granada,4,2006-07
Cádiz,5,2006-07
Albacete,6,2006-07
Tenerife,7,2006-07
Xerez,8,2006-07
Numancia,9,2006-07
Club Polideportivo Ejido,10,2006-07
Elche,11,2006-07
U.D. Salamanca,12,2006-07
Castellón,13,2006-07
Sporting Gijón,14,2006-07
Málaga,15,2006-07
Hercules,16,2006-07
Alavés,17,2006-07
Las Palmas,18,2006-07
Real Madrid Castilla,19,2006-07
Ponferradina,20,2006-07
Lorca CF,21,2006-07
Vecindario,22,2006-07
